  0.496013E+00  0.285782E+06  0.284345E+06  0.000000E+00  0.000000E+00  0.186917E+04  0.284284E+06
  0.501413E+00  0.281051E+06  0.279639E+06  0.000000E+00  0.000000E+00  0.180262E+04  0.279578E+06
  0.506813E+00  0.276473E+06  0.275086E+06  0.000000E+00  0.000000E+00  0.173924E+04  0.275025E+06
  0.512213E+00  0.272032E+06  0.270670E+06  0.000000E+00  0.000000E+00  0.167878E+04  0.270607E+06
  0.517614E+00  0.267705E+06  0.266367E+06  0.000000E+00  0.000000E+00  0.162098E+04  0.266303E+06
  0.523014E+00  0.263474E+06  0.262159E+06  0.000000E+00  0.000000E+00  0.156560E+04  0.262094E+06
  0.528414E+00  0.259330E+06  0.258036E+06  0.000000E+00  0.000000E+00  0.151249E+04  0.257972E+06
  0.533814E+00  0.255271E+06  0.253997E+06  0.000000E+00  0.000000E+00  0.146155E+04  0.253934E+06
  0.539214E+00  0.251297E+06  0.250042E+06  0.000000E+00  0.000000E+00  0.141267E+04  0.249980E+06
  0.544615E+00  0.247408E+06  0.246171E+06  0.000000E+00  0.000000E+00  0.136579E+04  0.246112E+06
  0.550015E+00  0.243609E+06  0.242390E+06  0.000000E+00  0.000000E+00  0.132083E+04  0.242332E+06
  0.555415E+00  0.239905E+06  0.238703E+06  0.000000E+00  0.000000E+00  0.127775E+04  0.238647E+06
  0.560815E+00  0.236299E+06  0.235115E+06  0.000000E+00  0.000000E+00  0.123649E+04  0.235060E+06
  0.566216E+00  0.232790E+06  0.231624E+06  0.000000E+00  0.000000E+00  0.119696E+04  0.231569E+06
  0.571616E+00  0.229371E+06  0.228222E+06  0.000000E+00  0.000000E+00  0.115906E+04  0.228168E+06
  0.577016E+00  0.226036E+06  0.224904E+06  0.000000E+00  0.000000E+00  0.112269E+04  0.224850E+06
  0.581267E+00  0.223470E+06  0.222352E+06  0.000000E+00  0.000000E+00  0.109511E+04  0.222298E+06
  0.604515E+00  0.210169E+06  0.209119E+06  0.000000E+00  0.000000E+00  0.958305E+03  0.209067E+06
  0.628692E+00  0.197567E+06  0.196578E+06  0.000000E+00  0.000000E+00  0.837975E+03  0.196530E+06
  0.653837E+00  0.185722E+06  0.184793E+06  0.000000E+00  0.000000E+00  0.732572E+03  0.184747E+06
  0.816543E+00  0.130287E+06  0.129636E+06  0.000000E+00  0.000000E+00  0.339056E+03  0.129602E+06
  0.101974E+01  0.908612E+05  0.904072E+05  0.000000E+00  0.000000E+00  0.154961E+03  0.903836E+05
  0.127350E+01  0.630298E+05  0.627149E+05  0.000000E+00  0.000000E+00  0.700619E+02  0.626983E+05
  0.159041E+01  0.435142E+05  0.432968E+05  0.000000E+00  0.000000E+00  0.431593E+02  0.432853E+05
  0.198618E+01  0.299113E+05  0.297619E+05  0.000000E+00  0.000000E+00  0.193012E+02  0.297539E+05
  0.248044E+01  0.204802E+05  0.203779E+05  0.000000E+00  0.000000E+00  0.856416E+01  0.203724E+05
  0.309769E+01  0.139729E+05  0.139031E+05  0.000000E+00  0.000000E+00  0.377496E+01  0.138993E+05
  0.386855E+01  0.950231E+04  0.945480E+04  0.000000E+00  0.000000E+00  0.165478E+01  0.945229E+04
  0.483124E+01  0.644294E+04  0.641069E+04  0.000000E+00  0.000000E+00  0.722037E+00  0.640902E+04
  0.603348E+01  0.435674E+04  0.433490E+04  0.000000E+00  0.000000E+00  0.313819E+00  0.433379E+04
