   144    0.41870E+04   -0.45504E+02    0.13267E-05   -0.45504E+02    0.11127E+01   -0.24511E-09    0.13267E-05   -0.24511E-09    0.39032E-11
   145    0.42207E+04   -0.45675E+02    0.13012E-05   -0.45675E+02    0.11105E+01   -0.20582E-09    0.13012E-05   -0.20582E-09    0.38274E-11
   146    0.42545E+04   -0.45824E+02    0.12764E-05   -0.45824E+02    0.11077E+01   -0.16547E-09    0.12764E-05   -0.16547E-09    0.37536E-11
   147    0.42880E+04   -0.45950E+02    0.12522E-05   -0.45950E+02    0.11044E+01   -0.12534E-09    0.12522E-05   -0.12534E-09    0.36815E-11
   148    0.43213E+04   -0.46054E+02    0.12285E-05   -0.46054E+02    0.11007E+01   -0.86674E-10    0.12285E-05   -0.86674E-10    0.36112E-11
   149    0.43545E+04   -0.46134E+02    0.12053E-05   -0.46134E+02    0.10965E+01   -0.50748E-10    0.12053E-05   -0.50748E-10    0.35426E-11
   150    0.43875E+04   -0.46190E+02    0.11827E-05   -0.46190E+02    0.10919E+01   -0.18820E-10    0.11827E-05   -0.18820E-10    0.34756E-11
   151    0.44203E+04   -0.46222E+02    0.11605E-05   -0.46222E+02    0.10868E+01    0.81110E-11    0.11605E-05    0.81110E-11    0.34101E-11
   152    0.44528E+04   -0.46231E+02    0.11388E-05   -0.46231E+02    0.10813E+01    0.30101E-10    0.11388E-05    0.30101E-10    0.33462E-11
   153    0.44852E+04   -0.46213E+02    0.11175E-05   -0.46213E+02    0.10753E+01    0.47469E-10    0.11175E-05    0.47469E-10    0.32838E-11
   154    0.45174E+04   -0.46171E+02    0.10967E-05   -0.46171E+02    0.10690E+01    0.60534E-10    0.10967E-05    0.60534E-10    0.32227E-11
   155    0.45493E+04   -0.46105E+02    0.10763E-05   -0.46105E+02    0.10623E+01    0.69615E-10    0.10763E-05    0.69615E-10    0.31632E-11
   156    0.45809E+04   -0.46013E+02    0.10564E-05   -0.46013E+02    0.10552E+01    0.75031E-10    0.10564E-05    0.75031E-10    0.31050E-11
   157    0.46123E+04   -0.45896E+02    0.10369E-05   -0.45896E+02    0.10477E+01    0.77102E-10    0.10369E-05    0.77102E-10    0.30481E-11
   158    0.46435E+04   -0.45752E+02    0.10178E-05   -0.45752E+02    0.10399E+01    0.76147E-10    0.10178E-05    0.76147E-10    0.29926E-11
   159    0.46744E+04   -0.45583E+02    0.99910E-06   -0.45583E+02    0.10317E+01    0.72484E-10    0.99910E-06    0.72484E-10    0.29384E-11
   160    0.47051E+04   -0.45387E+02    0.98084E-06   -0.45387E+02    0.10231E+01    0.66434E-10    0.98084E-06    0.66434E-10    0.28855E-11
   161    0.47355E+04   -0.45165E+02    0.96297E-06   -0.45165E+02    0.10144E+01    0.58314E-10    0.96297E-06    0.58314E-10    0.28337E-11
   162    0.47656E+04   -0.44917E+02    0.94550E-06   -0.44917E+02    0.10052E+01    0.48445E-10    0.94550E-06    0.48445E-10    0.27832E-11
   163    0.47956E+04   -0.44642E+02    0.92841E-06   -0.44642E+02    0.99577E+00    0.37145E-10    0.92841E-06    0.37145E-10    0.27339E-11
   164    0.48251E+04   -0.44342E+02    0.91170E-06   -0.44342E+02    0.98610E+00    0.24734E-10    0.91170E-06    0.24734E-10    0.26857E-11
   165    0.48545E+04   -0.44013E+02    0.89536E-06   -0.44013E+02    0.97611E+00    0.11531E-10    0.89536E-06    0.11531E-10    0.26387E-11
   166    0.48835E+04   -0.43658E+02    0.87939E-06   -0.43658E+02    0.96598E+00   -0.21459E-11    0.87939E-06   -0.21459E-11    0.25927E-11
   167    0.49123E+04   -0.43277E+02    0.86378E-06   -0.43277E+02    0.95547E+00   -0.15977E-10    0.86378E-06   -0.15977E-10    0.25477E-11
   168    0.49406E+04   -0.42867E+02    0.84851E-06   -0.42867E+02    0.94495E+00   -0.29642E-10    0.84851E-06   -0.29642E-10    0.25038E-11
   169    0.49687E+04   -0.42430E+02    0.83359E-06   -0.42430E+02    0.93413E+00   -0.42823E-10    0.83359E-06   -0.42823E-10    0.24609E-11
   170    0.49964E+04   -0.41966E+02    0.81901E-06   -0.41966E+02    0.92323E+00   -0.55201E-10    0.81901E-06   -0.55201E-10    0.24189E-11
   171    0.50236E+04   -0.41473E+02    0.80476E-06   -0.41473E+02    0.91226E+00   -0.66456E-10    0.80476E-06   -0.66456E-10    0.23779E-11
   172    0.50504E+04   -0.40953E+02    0.79083E-06   -0.40953E+02    0.90113E+00   -0.76270E-10    0.79083E-06   -0.76270E-10    0.23378E-11
   173    0.50768E+04   -0.40405E+02    0.77721E-06   -0.40405E+02    0.88985E+00   -0.84323E-10    0.77721E-06   -0.84323E-10    0.22985E-11
   174    0.51029E+04   -0.39830E+02    0.76390E-06   -0.39830E+02    0.87871E+00   -0.90295E-10    0.76390E-06   -0.90295E-10    0.22601E-11
   175    0.51285E+04   -0.39226E+02    0.75089E-06   -0.39226E+02    0.86743E+00   -0.93869E-10    0.75089E-06   -0.93869E-10    0.22224E-11
   176    0.51536E+04   -0.38595E+02    0.73818E-06   -0.38595E+02    0.85621E+00   -0.94802E-10    0.73818E-06   -0.94802E-10    0.21856E-11
   177    0.51783E+04   -0.37936E+02    0.72576E-06   -0.37936E+02    0.84499E+00   -0.93170E-10    0.72576E-06   -0.93170E-10    0.21495E-11
